OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
-,580,580,580,580,580,580,580,580,580,580
-,1671,1671,1671,1671,1671,1671,1671,1671,1671,1671
-,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276
-,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194
-,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609
-,490,490,490,490,490,490,490,490,490,490
-,98,98,98,98,98,98,98,98,98,98
-,190,190,190,190,190,190,190,190,190,190
-,150,150,150,150,150,150,150,150,150,150
-,495,495,495,495,495,495,495,495,495,495
-,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273
-,47,47,47,47,47,47,47,47,47,47
-,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590
-,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913
-,25,25,25,25,25,25,25,25,25,25
-,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630
-,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495
-,927,927,927,927,927,927,927,927,927,927
-,43,43,43,43,43,43,43,43,43,43
-,1645,1645,1645,1645,1645,1645,1645,1645,1645,1645
-,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756
-,1230,1230,1230,1230,1230,1230,1230,1230,1230,1230
-,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406
-,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624
-,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072
-,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475
-,123,123,123,123,123,123,123,123,123,123
-,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460
-,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118
-,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596
-,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473
-,452,452,452,452,452,452,452,452,452,452
-,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367
-,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820
-,665,665,665,665,665,665,665,665,665,665
-,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586
-,831,831,831,831,831,831,831,831,831,831
-,221,221,221,221,221,221,221,221,221,221
-,776,776,776,776,776,776,776,776,776,776
-,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
-,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
-,536,536,536,536,536,536,536,536,536,536
-,162,162,162,162,162,162,162,162,162,162
-,185,185,185,185,185,185,185,185,185,185
-,936,936,936,936,936,936,936,936,936,936
-,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341
-,784,784,784,784,784,784,784,784,784,784
-,1773,1773,1773,1773,1773,1773,1773,1773,1773,1773
-,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911
+,1825,351,858,27,600,142,774,417,199,174
+,23,740,161,964,220,621,616,517,151,75
+,1762,462,281,343,345,428,78,94,261,956
+,1133,712,763,877,748,301,133,532,548,417
+,514,765,43,849,375,645,21,796,811,345
+,1083,504,958,404,438,445,989,809,761,47
+,958,710,98,119,764,131,436,799,866,18
+,1220,43,966,197,895,56,532,906,208,369
+,781,407,905,622,90,837,892,781,27,395
+,788,701,466,74,328,962,763,217,102,975
+,130,786,223,260,919,348,364,53,837,440
+,1221,563,187,446,585,111,497,641,867,496
+,1983,781,574,659,924,146,636,215,537,851
+,1393,297,767,986,41,118,247,311,917,567
+,1622,812,540,458,798,198,350,305,243,488
+,327,683,934,563,754,915,541,139,417,47
+,1285,239,660,383,629,741,127,54,104,683
+,313,462,707,710,18,620,841,48,519,377
+,224,594,724,66,822,296,292,587,186,957
+,1763,731,463,261,596,826,169,412,774,612
+,96,586,638,965,640,430,785,639,586,827
+,1547,890,799,672,303,850,565,657,619,777
+,186,763,747,692,694,779,874,467,91,910
+,1010,302,148,548,802,374,593,393,652,974
+,1043,254,150,338,578,105,301,21,790,512
+,283,317,583,633,811,998,877,199,976,179
+,1880,194,110,189,859,799,826,839,228,301
+,741,144,794,992,440,413,577,573,983,960
+,817,417,637,716,23,571,484,158,407,655
+,1195,468,782,427,995,913,31,657,452,178
+,1838,221,316,575,965,741,233,532,621,225
+,877,686,678,616,929,370,665,249,920,972
+,1197,141,673,918,574,775,17,856,838,291
+,1529,3,918,352,983,417,908,679,120,145
+,538,711,579,624,444,349,30,562,823,869
+,1103,150,415,604,781,367,557,692,150,444
+,1974,272,95,802,563,391,586,387,352,416
+,1525,74,945,849,221,15,575,493,828,436
+,505,688,850,702,903,149,784,194,826,541
+,1992,585,344,945,768,123,257,863,196,795
+,542,408,554,152,246,601,815,791,318,870
+,292,278,641,920,41,875,30,852,982,168
+,939,770,229,1,6,683,872,526,444,614
+,1316,929,906,398,64,56,119,853,781,396
+,1811,206,76,83,684,197,833,626,342,843
+,810,843,874,26,49,968,67,384,540,57
+,1022,663,285,82,300,644,621,74,878,755
+,1342,55,464,417,792,181,883,644,534,200
+,435,596,972,453,657,421,642,147,51,747
+,644,225,652,286,276,17,917,507,451,453
+,1470,288,400,166,59,731,965,459,906,143
+,1794,412,781,883,421,687,133,610,140,352
+,1161,568,817,94,763,893,503,742,640,845
+,432,944,393,945,48,164,578,716,954,616
+,135,787,796,269,23,406,959,536,690,546
+,548,68,993,199,203,207,464,237,91,959
+,821,977,953,321,366,732,952,175,207,353
+,646,984,410,111,478,557,949,81,475,10
+,1648,869,920,929,168,694,104,80,617,167
+,1982,388,115,224,768,432,243,844,525,685
+,1683,135,478,507,559,587,999,353,385,124
+,469,223,458,76,912,683,558,303,314,270
+,114,50,743,984,172,885,592,330,48,144
+,1589,405,301,522,44,996,837,96,441,282
+,1573,54,242,462,209,698,256,851,104,407
+,1726,547,110,949,145,926,474,758,809,511
+,664,525,174,937,191,76,14,853,165,654
+,1402,899,503,915,840,603,549,847,186,104
+,449,198,267,531,952,997,429,175,586,559
+,1140,752,849,503,803,748,703,621,448,239
+,1409,436,887,846,237,895,842,552,248,897
+,1310,868,527,181,556,697,326,418,29,346
+,552,586,768,460,982,756,23,504,804,719
+,777,557,736,651,438,412,697,949,121,464
+,946,716,62,412,881,960,508,241,921,414
+,334,798,826,150,880,811,15,373,782,2
+,1994,553,147,86,674,860,175,184,229,644
+,1493,335,690,163,88,402,695,894,675,374
+,1093,795,343,552,458,959,107,703,271,414
+,350,153,750,74,535,666,788,959,178,74
+,1300,142,335,581,407,992,467,773,608,977
+,1247,570,604,547,791,698,274,240,440,638
+,146,554,295,802,559,888,16,975,162,129
+,1327,940,38,871,338,817,34,974,619,708
+,1399,235,678,861,555,443,998,736,612,733
+,1437,256,519,992,298,663,133,305,903,620
+,546,866,753,624,524,566,644,67,662,86
+,1372,355,462,641,558,519,468,985,829,769
+,429,36,711,670,451,93,365,945,183,240
+,727,557,411,458,399,489,200,552,787,995
+,758,191,26,956,630,462,281,389,798,79
+,333,628,65,736,642,679,996,472,506,625
+,747,504,393,554,153,877,638,588,937,446
+,1708,509,735,865,157,857,854,132,327,528
+,1301,200,505,767,39,809,658,544,325,697
+,928,0,408,658,190,698,640,811,243,377
+,1954,712,275,904,30,679,916,888,369,773
+,1947,390,745,634,339,702,467,582,39,31
+,206,127,171,286,921,554,180,797,764,350
+,1774,383,274,257,186,956,536,402,471,607
+,1978,200,143,361,846,834,626,301,190,653
+,1751,649,974,136,699,545,757,589,867,275
+,163,400,850,887,227,887,963,199,559,983
+,592,945,586,956,105,348,414,168,266,81
+,1583,696,937,335,191,545,779,345,739,954
+,466,182,935,967,351,398,171,991,589,175
+,1354,968,603,226,889,711,227,351,542,622
+,93,702,378,104,228,881,962,516,108,573
+,142,400,378,374,26,974,661,501,531,269
+,1442,395,972,870,572,332,16,624,328,774
+,393,791,696,294,844,267,229,7,198,313
+,1182,638,122,898,691,915,524,844,590,76
+,740,852,115,935,492,613,495,168,48,203
+,1764,853,721,341,595,241,275,812,38,88
+,1813,372,215,403,314,90,333,300,464,110
+,1266,847,335,207,109,221,746,177,374,634
+,1287,219,837,429,487,745,866,973,537,99
+,1698,817,436,458,871,324,46,16,982,635
+,600,975,866,153,713,885,658,821,111,290
+,1130,788,811,89,36,794,362,181,467,392
+,161,541,970,124,712,605,536,484,574,61
+,775,750,854,134,775,489,6,278,369,132
+,1888,864,526,539,571,877,785,356,411,166
+,255,140,957,338,570,828,934,828,794,438
+,1098,59,978,332,884,791,597,518,425,811
+,940,460,551,452,286,305,883,171,141,504
+,1494,345,522,345,758,914,685,286,554,647
+,88,750,602,432,987,372,815,887,324,806
+,1652,861,628,294,182,514,131,311,980,629
+,541,121,990,84,831,709,438,340,26,139
+,1236,871,6,903,40,43,159,820,314,381
+,704,235,600,662,899,237,74,981,242,134
+,1735,898,845,904,846,118,818,333,889,324
+,735,213,5,331,348,492,34,534,208,648
+,198,435,568,755,186,698,102,290,310,291
+,778,532,537,631,392,395,600,634,733,502
?,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047
?,2828,2828,2828,2828,2828,2828,2828,2828,2828,2828
?,910,910,910,910,910,910,910,910,910,910
?,1733,1733,1733,1733,1733,1733,1733,1733,1733,1733
?,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840
?,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611
?,1807,1807,1807,1807,1807,1807,1807,1807,1807,1807
?,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947
?,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199
?,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635
?,1693,1693,1693,1693,1693,1693,1693,1693,1693,1693
?,614,614,614,614,614,614,614,614,614,614
?,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060
?,27,27,27,27,27,27,27,27,27,27
?,532,532,532,532,532,532,532,532,532,532
?,1501,1501,1501,1501,1501,1501,1501,1501,1501,1501
?,2111,2111,2111,2111,2111,2111,2111,2111,2111,2111
?,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026
?,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883
?,687,687,687,687,687,687,687,687,687,687
?,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511
?,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180
?,857,857,857,857,857,857,857,857,857,857
?,286,286,286,286,286,286,286,286,286,286
?,2154,2154,2154,2154,2154,2154,2154,2154,2154,2154
?,895,895,895,895,895,895,895,895,895,895
?,709,709,709,709,709,709,709,709,709,709
?,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899
?,2226,2226,2226,2226,2226,2226,2226,2226,2226,2226
?,434,434,434,434,434,434,434,434,434,434
?,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019
?,548,548,548,548,548,548,548,548,548,548
?,780,780,780,780,780,780,780,780,780,780
?,258,258,258,258,258,258,258,258,258,258
?,518,518,518,518,518,518,518,518,518,518
?,820,820,820,820,820,820,820,820,820,820
?,2485,2485,2485,2485,2485,2485,2485,2485,2485,2485
?,587,587,587,587,587,587,587,587,587,587
?,2643,2643,2643,2643,2643,2643,2643,2643,2643,2643
?,30,30,30,30,30,30,30,30,30,30
?,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568
?,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249
?,2557,2557,2557,2557,2557,2557,2557,2557,2557,2557
?,380,380,380,380,380,380,380,380,380,380
?,242,242,242,242,242,242,242,242,242,242
?,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545
?,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025
?,34,34,34,34,34,34,34,34,34,34
?,369,369,369,369,369,369,369,369,369,369
?,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129
?,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003
?,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702
?,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075
?,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006
?,656,656,656,656,656,656,656,656,656,656
?,836,836,836,836,836,836,836,836,836,836
?,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940
?,2265,2265,2265,2265,2265,2265,2265,2265,2265,2265
?,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898
?,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414
?,100,100,100,100,100,100,100,100,100,100
?,2182,2182,2182,2182,2182,2182,2182,2182,2182,2182
?,677,677,677,677,677,677,677,677,677,677
?,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142
?,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932
?,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655
?,2125,2125,2125,2125,2125,2125,2125,2125,2125,2125
?,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893
?,357,357,357,357,357,357,357,357,357,357
?,2725,2725,2725,2725,2725,2725,2725,2725,2725,2725
?,1868,1868,1868,1868,1868,1868,1868,1868,1868,1868
?,725,725,725,725,725,725,725,725,725,725
?,741,741,741,741,741,741,741,741,741,741
?,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434
-,1679,1679,1679,1679,1679,1679,1679,1679,1679,1679
-,703,703,703,703,703,703,703,703,703,703
-,1449,1449,1449,1449,1449,1449,1449,1449,1449,1449
-,138,138,138,138,138,138,138,138,138,138
-,735,735,735,735,735,735,735,735,735,735
-,82,82,82,82,82,82,82,82,82,82
-,912,912,912,912,912,912,912,912,912,912
-,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521
-,14,14,14,14,14,14,14,14,14,14
-,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272
-,270,270,270,270,270,270,270,270,270,270
-,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828
-,1686,1686,1686,1686,1686,1686,1686,1686,1686,1686
-,909,909,909,909,909,909,909,909,909,909
-,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238
-,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901
-,442,442,442,442,442,442,442,442,442,442
-,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540
-,244,244,244,244,244,244,244,244,244,244
-,1723,1723,1723,1723,1723,1723,1723,1723,1723,1723
-,1841,1841,1841,1841,1841,1841,1841,1841,1841,1841
-,1236,1236,1236,1236,1236,1236,1236,1236,1236,1236
-,814,814,814,814,814,814,814,814,814,814
-,869,869,869,869,869,869,869,869,869,869
-,312,312,312,312,312,312,312,312,312,312
-,797,797,797,797,797,797,797,797,797,797
-,201,201,201,201,201,201,201,201,201,201
-,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766
-,754,754,754,754,754,754,754,754,754,754
-,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615
-,872,872,872,872,872,872,872,872,872,872
-,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404
-,673,673,673,673,673,673,673,673,673,673
-,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
-,1511,1511,1511,1511,1511,1511,1511,1511,1511,1511
-,804,804,804,804,804,804,804,804,804,804
-,231,231,231,231,231,231,231,231,231,231
-,455,455,455,455,455,455,455,455,455,455
-,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334
-,941,941,941,941,941,941,941,941,941,941
-,985,985,985,985,985,985,985,985,985,985
-,487,487,487,487,487,487,487,487,487,487
-,610,610,610,610,610,610,610,610,610,610
-,502,502,502,502,502,502,502,502,502,502
-,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252
-,247,247,247,247,247,247,247,247,247,247
-,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556
-,1490,1490,1490,1490,1490,1490,1490,1490,1490,1490
-,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718
-,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497
-,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434
-,1296,1296,1296,1296,1296,1296,1296,1296,1296,1296
-,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946
-,1203,1203,1203,1203,1203,1203,1203,1203,1203,1203
-,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
-,205,205,205,205,205,205,205,205,205,205
-,354,354,354,354,354,354,354,354,354,354
-,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584
-,267,267,267,267,267,267,267,267,267,267
-,648,648,648,648,648,648,648,648,648,648
-,921,921,921,921,921,921,921,921,921,921
-,998,998,998,998,998,998,998,998,998,998
-,766,766,766,766,766,766,766,766,766,766
-,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035
-,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830
-,479,479,479,479,479,479,479,479,479,479
-,901,901,901,901,901,901,901,901,901,901
-,156,156,156,156,156,156,156,156,156,156
-,499,499,499,499,499,499,499,499,499,499
-,90,90,90,90,90,90,90,90,90,90
-,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053
-,674,674,674,674,674,674,674,674,674,674
-,1160,1160,1160,1160,1160,1160,1160,1160,1160,1160
-,27,27,27,27,27,27,27,27,27,27
-,889,889,889,889,889,889,889,889,889,889
-,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316
-,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381
-,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894
-,617,617,617,617,617,617,617,617,617,617
-,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080
-,110,110,110,110,110,110,110,110,110,110
-,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409
-,181,181,181,181,181,181,181,181,181,181
-,1765,1765,1765,1765,1765,1765,1765,1765,1765,1765
-,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553
-,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831
-,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005
-,1791,1791,1791,1791,1791,1791,1791,1791,1791,1791
-,1251,1251,1251,1251,1251,1251,1251,1251,1251,1251
-,526,526,526,526,526,526,526,526,526,526
-,263,263,263,263,263,263,263,263,263,263
-,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081
-,534,534,534,534,534,534,534,534,534,534
-,946,946,946,946,946,946,946,946,946,946
-,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915
-,494,494,494,494,494,494,494,494,494,494
-,219,219,219,219,219,219,219,219,219,219
-,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571
-,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281
-,923,923,923,923,923,923,923,923,923,923
-,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618
-,557,557,557,557,557,557,557,557,557,557
-,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603
-,791,791,791,791,791,791,791,791,791,791
-,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335
-,46,46,46,46,46,46,46,46,46,46
-,278,278,278,278,278,278,278,278,278,278
-,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168
-,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249
-,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
-,475,475,475,475,475,475,475,475,475,475
-,279,279,279,279,279,279,279,279,279,279
-,336,336,336,336,336,336,336,336,336,336
-,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198
-,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772
-,883,883,883,883,883,883,883,883,883,883
-,1,1,1,1,1,1,1,1,1,1
-,1245,1245,1245,1245,1245,1245,1245,1245,1245,1245
-,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082
-,991,991,991,991,991,991,991,991,991,991
-,257,257,257,257,257,257,257,257,257,257
-,192,192,192,192,192,192,192,192,192,192
-,928,928,928,928,928,928,928,928,928,928
+,189,623,729,606,412,962,141,446,272,181
+,1990,144,617,965,488,342,524,601,76,460
+,689,830,724,902,935,905,270,738,748,375
+,1563,938,135,107,843,566,354,697,300,381
+,440,853,855,46,326,445,798,517,129,2
+,318,591,144,129,864,890,375,508,850,0
+,1964,588,18,960,751,50,64,647,408,224
+,696,721,920,350,419,281,973,54,470,175
+,865,847,139,285,867,885,481,181,515,166
+,1429,573,625,335,908,738,906,806,286,5
+,326,91,497,532,667,968,934,836,529,187
+,1650,705,268,734,463,246,92,139,429,74
+,1554,964,956,555,946,953,813,790,382,6
+,13,67,60,805,359,965,575,656,714,771
+,1780,60,93,118,588,380,998,1,625,182
+,1657,474,907,826,111,835,672,88,322,190
+,569,82,765,901,44,761,371,232,969,836
+,1206,812,451,54,840,583,139,204,44,33
?,291,291,291,291,291,291,291,291,291,291
?,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763
?,2432,2432,2432,2432,2432,2432,2432,2432,2432,2432
?,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286
?,2788,2788,2788,2788,2788,2788,2788,2788,2788,2788
?,61,61,61,61,61,61,61,61,61,61
?,19,19,19,19,19,19,19,19,19,19
?,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982
?,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051
?,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870
?,2678,2678,2678,2678,2678,2678,2678,2678,2678,2678
?,355,355,355,355,355,355,355,355,355,355
?,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066
?,2352,2352,2352,2352,2352,2352,2352,2352,2352,2352
?,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280
?,2302,2302,2302,2302,2302,2302,2302,2302,2302,2302
?,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914
?,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341
?,2864,2864,2864,2864,2864,2864,2864,2864,2864,2864
?,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201
?,930,930,930,930,930,930,930,930,930,930
?,2646,2646,2646,2646,2646,2646,2646,2646,2646,2646
?,577,577,577,577,577,577,577,577,577,577
?,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325
?,2138,2138,2138,2138,2138,2138,2138,2138,2138,2138
?,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919
?,1693,1693,1693,1693,1693,1693,1693,1693,1693,1693
?,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430
?,2275,2275,2275,2275,2275,2275,2275,2275,2275,2275
?,2348,2348,2348,2348,2348,2348,2348,2348,2348,2348
?,874,874,874,874,874,874,874,874,874,874
?,1689,1689,1689,1689,1689,1689,1689,1689,1689,1689
?,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412
?,539,539,539,539,539,539,539,539,539,539
?,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438
?,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054
